uniprot_id|ensembl_gene_id|ensembl_transcript_id|ensembl_translation_id
A0A024R2Q3|ENSG00000168036|ENST00000431914|ENSP00000412219
A0A024R2Q3|ENSG00000168036|ENST00000396185|ENSP00000379488
A0A024R2Q3|ENSG00000168036|ENST00000396183|ENSP00000379486
A0A024R2Q3|ENSG00000168036|ENST00000643031|ENSP00000495450
A0A024R2Q3|ENSG00000168036|ENST00000645982|ENSP00000494845
A0A024R2Q3|ENSG00000168036|ENST00000643992|ENSP00000493610
A0A024R2Q3|ENSG00000168036|ENST00000647390|ENSP00000493533
A0A024R2Q3|ENSG00000168036|ENST00000349496|ENSP00000344456
A0A024R2Q3|ENSG00000168036|ENST00000642426|ENSP00000495719
A0A024R2Q3|ENSG00000168036|ENST00000644867|ENSP00000495992
A0A024R2Q3|ENSG00000168036|ENST00000646725|ENSP00000496021
A0A024R2Q3|ENSG00000168036|ENST00000646369|ENSP00000494914
A0A024R2Q3|ENSG00000168036|ENST00000643977|ENSP00000494053
A0A024R2Q3|ENSG00000168036|ENST00000643297|ENSP00000494677
A0A024R2Q3|ENSG00000168036|ENST00000450969|ENSP00000409302
A0A024R2Q3|ENSG00000168036|ENST00000642315|ENSP00000495076
A0A024R2Q3|ENSG00000168036|ENST00000645320|ENSP00000495360
A0A024R2Q3|ENSG00000168036|ENST00000441708|ENSP00000401599
C9J9N2|ENSG00000116016|ENST00000449347|ENSP00000406137
A6ND01|ENSG00000183560|ENST00000328458|ENSP00000332963
A0A3B3IRR8|ENSG00000104738|ENST00000648554|ENSP00000496985
A0A0C4DG26|ENSG00000009950|ENST00000434326|ENSP00000392636
A0A024R3T8|ENSG00000143799|ENST00000366794|ENSP00000355759
P15927|ENSG00000117748|ENST00000373912|ENSP00000363021
C9JBL0|ENSG00000067066|ENST00000432979|ENSP00000391616
D6R970|ENSG00000113387|ENST00000511615|ENSP00000423356
F5H8D7|ENSG00000073050|ENST00000543982|ENSP00000443671
A0A2R8Y4L2|ENSG00000224578|ENST00000565308|ENSP00000493805
H3BNC8|ENSG00000179335|ENST00000564468|ENSP00000454785
A0A1W2PNF3|ENSG00000042429|ENST00000640077|ENSP00000490968
A0A087WX74|ENSG00000113240|ENST00000611733|ENSP00000480792
H7BZ60|ENSG00000126583|ENST00000419486|ENSP00000387919
A0A087X0H8|ENSG00000102804|ENST00000622051|ENSP00000483407
A0A087X0H8|ENSG00000102804|ENST00000611198|ENSP00000481585
A0A2Z4LIS9|ENSG00000240445|ENST00000395675|ENSP00000499455
A0A087X0I9|ENSG00000065675|ENST00000610727|ENSP00000483428
A0A087WVN8|ENSG00000101109|ENST00000474717|ENSP00000479564
A0A087WVP0|ENSG00000173039|ENST00000615805|ENSP00000479572
E9PER6|ENSG00000140992|ENST00000389224|ENSP00000373876
D6R9S6|ENSG00000164327|ENST00000514735|ENSP00000423162
A0A087WW45|ENSG00000166333|ENST00000526711|ENSP00000479932
C9J338|ENSG00000154310|ENST00000468757|ENSP00000417338
A0A2R8Y419|ENSG00000165699|ENST00000644255|ENSP00000493608
A0A2R8Y419|ENSG00000165699|ENST00000646391|ENSP00000494104
A0A2R8Y419|ENSG00000165699|ENST00000642811|ENSP00000495554
Q15911|ENSG00000140836|ENST00000268489|ENSP00000268489
Q15911|ENSG00000140836|ENST00000641206|ENSP00000493252
A0A0G2JNI2|ENSG00000101049|ENST00000617268|ENSP00000481432
P35568|ENSG00000169047|ENST00000305123|ENSP00000304895
B7Z5N5|ENSG00000175387|ENST00000591214|ENSP00000467075
Q9H2G2|ENSG00000065613|ENST00000369755|ENSP00000358770
A8MXU7|ENSG00000002330|ENST00000394531|ENSP00000378039
E7ESA7|ENSG00000164867|ENST00000461406|ENSP00000417143
Q6DT37|ENSG00000171219|ENST00000342711|ENSP00000345133
H0YD75|ENSG00000087095|ENST00000496808|ENSP00000433117
A0A590UJ99|ENSG00000169679|ENST00000671097|ENSP00000499328
D6RHI0|ENSG00000134057|ENST00000508407|ENSP00000426092
H0YMP3|ENSG00000157456|ENST00000559622|ENSP00000453685
Q12834|ENSG00000117399|ENST00000310955|ENSP00000308450
Q12834|ENSG00000117399|ENST00000372462|ENSP00000361540
A0A3B3IT42|ENSG00000158402|ENST00000648466|ENSP00000497591
Q53HL2|ENSG00000134690|ENST00000327331|ENSP00000316121
Q53HL2|ENSG00000134690|ENST00000373055|ENSP00000362146
E7ESG2|ENSG00000092853|ENST00000520551|ENSP00000428848
B7ZBI6|ENSG00000203734|ENST00000401414|ENSP00000385187
A0A590UJ07|ENSG00000182150|ENST00000653738|ENSP00000499221
D6R9E4|ENSG00000112984|ENST00000513276|ENSP00000422928
H0Y5Z9|ENSG00000142945|ENST00000423289|ENSP00000402172
Q09GN1|ENSG00000151725|ENST00000510146|ENSP00000423248
G3V2M9|ENSG00000139350|ENST00000557092|ENSP00000450757
A0A0A0MSS4|ENSG00000090273|ENST00000452707|ENSP00000400981
A0A0U1RQZ1|ENSG00000058272|ENST00000634739|ENSP00000489242
G3V3N7|ENSG00000198901|ENST00000555455|ENSP00000451344
A0A140T8W2|ENSG00000244588|ENST00000246108|ENSP00000246108
A0A024R2J4|ENSG00000129810|ENST00000452020|ENSP00000411200
A0A024R2J4|ENSG00000129810|ENST00000306698|ENSP00000306581
A0A1W2PPU0|ENSG00000027075|ENST00000640011|ENSP00000491586
H7C2A3|ENSG00000160299|ENST00000418394|ENSP00000404708
Q9ULW0|ENSG00000088325|ENST00000300403|ENSP00000300403
Q9P258|ENSG00000179051|ENST00000375433|ENSP00000364582
Q9P258|ENSG00000179051|ENST00000375436|ENSP00000364585
Q9P258|ENSG00000281540|ENST00000628984|ENSP00000486099
Q9P258|ENSG00000281540|ENST00000631021|ENSP00000486447
Q2M2Z5|ENSG00000088970|ENST00000619189|ENSP00000479542
E9PQ51|ENSG00000166483|ENST00000524612|ENSP00000434446
I3L2H5|ENSG00000166851|ENST00000567897|ENSP00000459688
E9PM67|ENSG00000149503|ENST00000533896|ENSP00000433100
A0A2R8Y6Q4|ENSG00000106070|ENST00000644769|ENSP00000495397
P49959|ENSG00000020922|ENST00000323929|ENSP00000325863
A3KFJ0|ENSG00000087586|ENST00000395907|ENSP00000379243
M0QZE6|ENSG00000130726|ENST00000597968|ENSP00000470503
G5E9C7|ENSG00000126934|ENST00000394867|ENSP00000378336
A0A0J9YWE8|ENSG00000166913|ENST00000479421|ENSP00000487924
B4DY26|ENSG00000106799|ENST00000550253|ENSP00000450052
A0A0B4J1W9|ENSG00000132155|ENST00000416093|ENSP00000391265
A0A0B4J1W9|ENSG00000132155|ENST00000423275|ENSP00000401088
H0YB71|ENSG00000072786|ENST00000520476|ENSP00000428806
P10398|ENSG00000078061|ENST00000377045|ENSP00000366244
C9J363|ENSG00000114209|ENST00000492396|ENSP00000417309
H0YK38|ENSG00000137843|ENST00000558183|ENSP00000452647
Q9P286|ENSG00000101349|ENST00000353224|ENSP00000322957
Q9P286|ENSG00000101349|ENST00000378423|ENSP00000367679
Q9P286|ENSG00000101349|ENST00000378429|ENSP00000367686
A0A590UJE1|ENSG00000141503|ENST00000664602|ENSP00000499378
A0A0U1RR69|ENSG00000080824|ENST00000558600|ENSP00000489370
H7C1X3|ENSG00000180370|ENST00000426668|ENSP00000402927
H3BNP3|ENSG00000103507|ENST00000567676|ENSP00000454947
Q9UPZ9|ENSG00000112144|ENST00000350082|ENSP00000263043
Q9UPZ9|ENSG00000112144|ENST00000356971|ENSP00000349458
F5GX88|ENSG00000106991|ENST00000480266|ENSP00000479015
A0A1C7CYZ1|ENSG00000274205|ENST00000620781|ENSP00000478678
M0R0L9|ENSG00000130669|ENST00000602004|ENSP00000471318
A0A0D9SFK0|ENSG00000273079|ENST00000627535|ENSP00000486411
A0A0D9SFK0|ENSG00000273079|ENST00000630791|ENSP00000486677
D6R938|ENSG00000145349|ENST00000514328|ENSP00000423677
A0A087WYG2|ENSG00000138834|ENST00000610761|ENSP00000481780
E7EQE4|ENSG00000058404|ENST00000415369|ENSP00000390419
Q12778|ENSG00000150907|ENST00000379561|ENSP00000368880
B0AZS6|ENSG00000164924|ENST00000395948|ENSP00000379278
P30086|ENSG00000089220|ENST00000261313|ENSP00000261313
E9PBB9|ENSG00000121653|ENST00000395629|ENSP00000378991
O15264|ENSG00000156711|ENST00000211287|ENSP00000211287
B4E0K5|ENSG00000112062|ENST00000468133|ENSP00000419837
B7ZKJ3|ENSG00000145242|ENST00000622150|ENSP00000480763
Q15375|ENSG00000135333|ENST00000369303|ENSP00000358309
A0A3B3IRY8|ENSG00000154928|ENST00000647596|ENSP00000497153
P54760|ENSG00000196411|ENST00000358173|ENSP00000350896
A0A087WTE3|ENSG00000106123|ENST00000611578|ENSP00000477807
A0A087WTE3|ENSG00000275482|ENST00000631900|ENSP00000488531
C9JXA2|ENSG00000044524|ENST00000494014|ENSP00000419190
F5GWI2|ENSG00000183317|ENST00000540011|ENSP00000441822
P29322|ENSG00000070886|ENST00000166244|ENSP00000166244
A0A0C4DGG9|ENSG00000111642|ENST00000544484|ENSP00000440392
A0A3B3ISG4|ENSG00000161202|ENST00000649364|ENSP00000497340
B5MC52|ENSG00000163517|ENST00000404548|ENSP00000385528
E5RFI6|ENSG00000196591|ENST00000520895|ENSP00000428861
A0A087WUS5|ENSG00000136997|ENST00000621592|ENSP00000478887
A0A0C4DGP7|ENSG00000125912|ENST00000587740|ENSP00000466300
B4DF77|ENSG00000175115|ENST00000529757|ENSP00000432858
A0A0A0MRN0|ENSG00000134186|ENST00000370021|ENSP00000359038
H3BMA2|ENSG00000169375|ENST00000565264|ENSP00000454296
A0A087WWW0|ENSG00000103496|ENST00000613541|ENSP00000480544
O75379|ENSG00000117533|ENST00000236192|ENSP00000236192
O75379|ENSG00000117533|ENST00000474047|ENSP00000435933
A0A2R8Y531|ENSG00000137807|ENST00000643966|ENSP00000494167
M0QXA8|ENSG00000269404|ENST00000597855|ENSP00000469023
A0A0U1RQG9|ENSG00000169118|ENST00000634909|ENSP00000488990
A0A0U1RRK2|ENSG00000149136|ENST00000635721|ENSP00000489564
A0A024R2U5|ENSG00000114745|ENST00000319283|ENSP00000313869
A0A1W2PS75|ENSG00000135355|ENST00000638915|ENSP00000492666
A0A1W2PS75|ENSG00000288435|ENST00000672799|ENSP00000500523
A0A2R8YG42|ENSG00000102606|ENST00000646102|ENSP00000495631
B4DR80|ENSG00000102572|ENST00000397517|ENSP00000380651
B3KR49|ENSG00000102882|ENST00000484663|ENSP00000432742
H0YKA3|ENSG00000178764|ENST00000534247|ENSP00000452720
A0A1B0GU35|ENSG00000183454|ENST00000637188|ENSP00000489946
P20042|ENSG00000125977|ENST00000374980|ENSP00000364119
H0Y830|ENSG00000103126|ENST00000457798|ENSP00000416835
J3KTI7|ENSG00000094804|ENST00000577249|ENSP00000463004
H3BSY1|ENSG00000167513|ENST00000569140|ENSP00000456926
K7EQT1|ENSG00000105325|ENST00000591290|ENSP00000467967
A6NHV6|ENSG00000127564|ENST00000382240|ENSP00000371675
A0A1W2PP92|ENSG00000091831|ENST00000638569|ENSP00000491412
A0A087WT72|ENSG00000118046|ENST00000585748|ENSP00000477641
A0A087WU64|ENSG00000101868|ENST00000611764|ENSP00000478401
H3BM31|ENSG00000135476|ENST00000552671|ENSP00000447054
A8MT37|ENSG00000105723|ENST00000398249|ENSP00000381301
B0QY34|ENSG00000213923|ENST00000413574|ENSP00000407235
Q00534|ENSG00000105810|ENST00000265734|ENSP00000265734
Q00534|ENSG00000105810|ENST00000424848|ENSP00000397087
D6REM1|ENSG00000113384|ENST00000503610|ENSP00000426752
A0A087WTE6|ENSG00000273608|ENST00000631684|ENSP00000488254
A0A087WTE6|ENSG00000277363|ENST00000613927|ENSP00000477811
C9J0K5|ENSG00000158092|ENST00000476286|ENSP00000418513
J3QRU1|ENSG00000176105|ENST00000577961|ENSP00000464380
H3BRW9|ENSG00000169032|ENST00000566326|ENSP00000456438
P41743|ENSG00000163558|ENST00000295797|ENSP00000295797
B4DIG0|ENSG00000101224|ENST00000344256|ENSP00000339125
E5RHN2|ENSG00000175305|ENST00000519889|ENSP00000430875
A0A1B0GUB2|ENSG00000134371|ENST00000635846|ENSP00000490035
A0A0G2JH30|ENSG00000273707|ENST00000313407|ENSP00000321019
P17676|ENSG00000172216|ENST00000303004|ENSP00000305422
I3L369|ENSG00000121058|ENST00000573008|ENSP00000460217
Q01094|ENSG00000101412|ENST00000343380|ENSP00000345571
C9JYE9|ENSG00000133740|ENST00000256117|ENSP00000256117
A0A0U1RQG3|ENSG00000100393|ENST00000634728|ENSP00000488981
C9J600|ENSG00000065328|ENST00000479669|ENSP00000417094
H0YJ92|ENSG00000020426|ENST00000557134|ENSP00000451017
P10244|ENSG00000101057|ENST00000217026|ENSP00000217026
E5RGW4|ENSG00000181163|ENST00000523622|ENSP00000428647
A0A024R411|ENSG00000115942|ENST00000234296|ENSP00000234296
Q9Y5N6|ENSG00000091651|ENST00000219097|ENSP00000219097
A0A2R8Y743|ENSG00000139687|ENST00000643064|ENSP00000496005
E9PNB6|ENSG00000080839|ENST00000527999|ENSP00000437240
F5H837|ENSG00000103479|ENST00000544405|ENSP00000443744
H0YKE2|ENSG00000166949|ENST00000558827|ENSP00000452767
O14733|ENSG00000076984|ENST00000397979|ENSP00000381066
P46013|ENSG00000148773|ENST00000368654|ENSP00000357643
A0A0J9YVR3|ENSG00000126545|ENST00000633258|ENSP00000487633
A0A0A0MR03|ENSG00000060069|ENST00000299543|ENSP00000299543
B4E135|ENSG00000105486|ENST00000542460|ENSP00000445928
A0A2R8Y467|ENSG00000157764|ENST00000642228|ENSP00000493678
C9J830|ENSG00000114302|ENST00000419216|ENSP00000411432
P34947|ENSG00000198873|ENST00000392870|ENSP00000376609
A0A024R3Q7|ENSG00000284984|ENST00000646945|ENSP00000494673
A0A024R3Q7|ENSG00000116574|ENST00000366691|ENSP00000355652
A0A0J9YXB6|ENSG00000281988|ENST00000631997|ENSP00000488329
P35626|ENSG00000100077|ENST00000324198|ENSP00000317578
M0QXC6|ENSG00000105287|ENST00000597641|ENSP00000469064
B4DXK0|ENSG00000006634|ENST00000430279|ENSP00000389397
D6RBY8|ENSG00000094880|ENST00000483961|ENSP00000422505
C9JAB0|ENSG00000157500|ENST00000444459|ENSP00000406095
C9JKP8|ENSG00000115825|ENST00000443187|ENSP00000401839
P19419|ENSG00000126767|ENST00000247161|ENSP00000247161
P19419|ENSG00000126767|ENST00000376983|ENSP00000366182
K7EIN7|ENSG00000099875|ENST00000591588|ENSP00000464828
A0A1B0GTU4|ENSG00000089159|ENST00000637617|ENSP00000489840
C9K0N6|ENSG00000115904|ENST00000451331|ENSP00000393899
C9J2C1|ENSG00000242441|ENST00000448460|ENSP00000412645
A8MXH2|ENSG00000273562|ENST00000634217|ENSP00000487901
A8MXH2|ENSG00000205531|ENST00000399614|ENSP00000382523
Q13426|ENSG00000152422|ENST00000338635|ENSP00000342011
Q13426|ENSG00000152422|ENST00000511817|ENSP00000421491
C9J013|ENSG00000073111|ENST00000472731|ENSP00000418930
P11362|ENSG00000077782|ENST00000447712|ENSP00000400162
A0A0A0MRF7|ENSG00000108984|ENST00000359094|ENSP00000351997
B0QYR5|ENSG00000100083|ENST00000405147|ENSP00000384030
E9PDH6|ENSG00000106462|ENST00000483012|ENSP00000417704
A6NG08|ENSG00000081870|ENST00000371376|ENSP00000360427
Q8WWL7|ENSG00000147082|ENST00000376042|ENSP00000365210
Q8WWL7|ENSG00000147082|ENST00000276014|ENSP00000276014
A0A0D9SFE5|ENSG00000113368|ENST00000460265|ENSP00000486528
A0A0A0MRM9|ENSG00000166197|ENST00000370007|ENSP00000359024
H0YKW8|ENSG00000035664|ENST00000559306|ENSP00000452970
A0A1W2PRR1|ENSG00000166598|ENST00000640977|ENSP00000492386
E9PKP7|ENSG00000108312|ENST00000527034|ENSP00000431539
J3KSJ8|ENSG00000131771|ENST00000582680|ENSP00000462522
A0A3B3ISD2|ENSG00000130177|ENST00000650489|ENSP00000497168
G3V2X0|ENSG00000092201|ENST00000555943|ENSP00000450910
H0YKY0|ENSG00000100865|ENST00000558764|ENSP00000452982
A0A0A0MTL5|ENSG00000145604|ENST00000546211|ENSP00000443492
H0YAL6|ENSG00000142731|ENST00000508113|ENSP00000427568
D6RDX0|ENSG00000134853|ENST00000512522|ENSP00000425232
Q562F6|ENSG00000163535|ENST00000357799|ENSP00000350447
A0A024RDE2|ENSG00000118785|ENST00000395080|ENSP00000378517
B1AHC9|ENSG00000196419|ENST00000428575|ENSP00000403679
B1AHC9|ENSG00000196419|ENST00000405506|ENSP00000384082
Q66GS9|ENSG00000174799|ENST00000257287|ENSP00000257287
F6U4U2|ENSG00000117650|ENST00000540251|ENSP00000440237
H0Y554|ENSG00000186716|ENST00000427791|ENSP00000396531
A8MXQ1|ENSG00000183255|ENST00000397886|ENSP00000380983
C9J2U0|ENSG00000105173|ENST00000357943|ENSP00000350625
I3L1F3|ENSG00000129219|ENST00000575316|ENSP00000458795
A0A0G2JM12|ENSG00000206406|ENST00000621953|ENSP00000478364
A0A0G2JM12|ENSG00000224774|ENST00000615589|ENSP00000478717
F5H4Z3|ENSG00000125818|ENST00000381898|ENSP00000371323
J3KT38|ENSG00000177885|ENST00000582582|ENSP00000462785
A0A0A0MRG9|ENSG00000136861|ENST00000360822|ENSP00000354065
A0A3B3IS27|ENSG00000130779|ENST00000536634|ENSP00000497101
A0A087WUN5|ENSG00000166295|ENST00000615507|ENSP00000478792
E9PIQ6|ENSG00000014138|ENST00000532391|ENSP00000433952
F5GX58|ENSG00000111665|ENST00000540683|ENSP00000441120
C9J6J8|ENSG00000161011|ENST00000626660|ENSP00000487071
C9J6J8|ENSG00000161011|ENST00000453046|ENSP00000405061
C9JFJ0|ENSG00000134318|ENST00000431087|ENSP00000395957
O95251|ENSG00000136504|ENST00000259021|ENSP00000259021
F5H081|ENSG00000181856|ENST00000424875|ENSP00000396887
F5H081|ENSG00000288174|ENST00000672921|ENSP00000499993
A0A087WUA1|ENSG00000076555|ENST00000536440|ENSP00000478488
A0A0A0MQW1|ENSG00000141068|ENST00000268763|ENSP00000268763
A0A087X0P0|ENSG00000138778|ENST00000611174|ENSP00000483542
J3KRF8|ENSG00000178999|ENST00000580998|ENSP00000461981
P20248|ENSG00000145386|ENST00000274026|ENSP00000274026
P20248|ENSG00000145386|ENST00000618014|ENSP00000481380
C9JGN4|ENSG00000167491|ENST00000432704|ENSP00000390495
A0A2R8Y852|ENSG00000257923|ENST00000645010|ENSP00000496653
G3V2D5|ENSG00000185650|ENST00000557022|ENSP00000450600
A0A087WYC0|ENSG00000167110|ENST00000610329|ENSP00000481685
A0A2R8Y603|ENSG00000177189|ENST00000479809|ENSP00000494866
A0A024R099|ENSG00000134222|ENST00000409267|ENSP00000386323
A0A024R099|ENSG00000134222|ENST00000369907|ENSP00000358923
A0A024R099|ENSG00000134222|ENST00000369909|ENSP00000358925
A0A024R099|ENSG00000134222|ENST00000369903|ENSP00000358919
F8VQF5|ENSG00000161800|ENST00000548247|ENSP00000450074
E5RFE3|ENSG00000184428|ENST00000522043|ENSP00000428931
E5RIE8|ENSG00000155868|ENST00000524289|ENSP00000430746
J3KTB7|ENSG00000131747|ENST00000581055|ENSP00000462908
Q9UJX6|ENSG00000176248|ENST00000323927|ENSP00000314004
P15172|ENSG00000129152|ENST00000250003|ENSP00000250003
A0A0A6YYC0|ENSG00000162302|ENST00000530504|ENSP00000432945
F5H437|ENSG00000110092|ENST00000536559|ENSP00000438482
B8ZZU6|ENSG00000115966|ENST00000409437|ENSP00000386326
A0A087WSV0|ENSG00000126453|ENST00000246784|ENSP00000246784
A0A087WSV0|ENSG00000126453|ENST00000246784|ENSP00000246784
H0YGD4|ENSG00000118971|ENST00000536537|ENSP00000442807
H7C4G1|ENSG00000163660|ENST00000468977|ENSP00000417218
F8VTV8|ENSG00000135446|ENST00000550419|ENSP00000448098
D6R9G1|ENSG00000277273|ENST00000614858|ENSP00000478687
D6R9G1|ENSG00000134058|ENST00000502604|ENSP00000422121
D6RGD2|ENSG00000168564|ENST00000510928|ENSP00000421308
P42772|ENSG00000147883|ENST00000276925|ENSP00000276925
P16989|ENSG00000060138|ENST00000228251|ENSP00000228251
F8W133|ENSG00000175197|ENST00000547526|ENSP00000447503
A0A087WZ09|ENSG00000285109|ENST00000645330|ENSP00000496486
A0A087WZ09|ENSG00000136574|ENST00000622443|ENSP00000482268
F5H2A4|ENSG00000149948|ENST00000393577|ENSP00000377205
A8K7Q2|ENSG00000109971|ENST00000534319|ENSP00000433316
A0A087WUJ8|ENSG00000165949|ENST00000618200|ENSP00000478718
A0A087WTR9|ENSG00000198625|ENST00000612738|ENSP00000478080
H3BSZ7|ENSG00000176953|ENST00000564978|ENSP00000456948
F8VPH9|ENSG00000072736|ENST00000561714|ENSP00000455113
F8VPH9|ENSG00000072736|ENST00000568466|ENSP00000454451
F8VPH9|ENSG00000072736|ENST00000539828|ENSP00000445670
A0A087X1U5|ENSG00000136643|ENST00000615329|ENSP00000484471
G8JLH9|ENSG00000168610|ENST00000389272|ENSP00000373923
Q16514|ENSG00000120656|ENST00000263974|ENSP00000263974
Q16514|ENSG00000120656|ENST00000373824|ENSP00000362930
A0A087WUF3|ENSG00000141646|ENST00000611848|ENSP00000478613
M0QYW0|ENSG00000141867|ENST00000597315|ENSP00000470108
M0QYW0|ENSG00000141867|ENST00000630599|ENSP00000486621
A0A087WU43|ENSG00000039068|ENST00000612417|ENSP00000478360
A0A0B4J2F5|ENSG00000143507|ENST00000494642|ENSP00000480008
A0A0B4J2F5|ENSG00000143507|ENST00000468085|ENSP00000483812
A0A0B4J2F5|ENSG00000143507|ENST00000477026|ENSP00000482935
A0A087X033|ENSG00000171862|ENST00000472832|ENSP00000483066
B4DLF1|ENSG00000141551|ENST00000403276|ENSP00000385769
A0A087WYN2|ENSG00000125447|ENST00000579743|ENSP00000481953
C9JC24|ENSG00000114742|ENST00000441361|ENSP00000416900
A0A2R8Y542|ENSG00000197102|ENST00000647204|ENSP00000494189
A0A1D5RMS0|ENSG00000112576|ENST00000508143|ENSP00000423242
D2KFR9|ENSG00000115415|ENST00000452281|ENSP00000394512
D2KFR9|ENSG00000115415|ENST00000540176|ENSP00000438703
A0A0A0MSS5|ENSG00000080503|ENST00000452193|ENSP00000401096
A0A2R8YD63|ENSG00000163781|ENST00000642236|ENSP00000493612
A0A087WZ35|ENSG00000108384|ENST00000622327|ENSP00000482326
P17535|ENSG00000130522|ENST00000252818|ENSP00000252818
A0A087WYG6|ENSG00000180155|ENST00000613110|ENSP00000481790
C9J813|ENSG00000122786|ENST00000436461|ENSP00000411476
G3V4E5|ENSG00000126787|ENST00000557645|ENSP00000451747
P42685|ENSG00000111816|ENST00000606080|ENSP00000476145
H3BNI9|ENSG00000070770|ENST00000565188|ENSP00000454874
Q8WTQ7|ENSG00000114124|ENST00000264952|ENSP00000264952
P42261|ENSG00000155511|ENST00000285900|ENSP00000285900
E7ER61|ENSG00000122025|ENST00000380987|ENSP00000370374
B5A982|ENSG00000234729|ENST00000548959|ENSP00000447095
B5A982|ENSG00000206320|ENST00000550854|ENSP00000450205
B5A982|ENSG00000204305|ENST00000538695|ENSP00000445389
B5A982|ENSG00000237405|ENST00000551684|ENSP00000448028
B5A982|ENSG00000229058|ENST00000553014|ENSP00000446582
I3L0P0|ENSG00000080986|ENST00000574096|ENSP00000458236
A0A087WX72|ENSG00000132906|ENST00000469637|ENSP00000480785
A0A087WX31|ENSG00000140538|ENST00000558306|ENSP00000480693
O95239|ENSG00000090889|ENST00000374403|ENSP00000363524
A0A088AWL3|ENSG00000141027|ENST00000395857|ENSP00000379198
J3KRE1|ENSG00000073350|ENST00000580925|ENSP00000461953
P52732|ENSG00000138160|ENST00000260731|ENSP00000260731
Q9UQE7|ENSG00000108055|ENST00000361804|ENSP00000354720
E9PQG0|ENSG00000198400|ENST00000497019|ENSP00000436804
A0A087WUL9|ENSG00000185627|ENST00000621534|ENSP00000478756
E9PD89|ENSG00000132326|ENST00000431832|ENSP00000405891
C9JTV7|ENSG00000066248|ENST00000416114|ENSP00000401063
H0YKS0|ENSG00000041357|ENST00000559154|ENSP00000452917
A0A1W2PRR9|ENSG00000146648|ENST00000638463|ENSP00000492462
B4DTR1|ENSG00000141736|ENST00000445658|ENSP00000404047
A0A2R8Y6T4|ENSG00000065361|ENST00000643266|ENSP00000495453
A0A0A0MSE1|ENSG00000178568|ENST00000402597|ENSP00000385565
E9PJX5|ENSG00000136573|ENST00000645242|ENSP00000494690
