id_in|uniprot_id|full_prot_name|reverse|chromosome|start_gene_coord|genom_end_coord|sequence
CSNK2B|A0A0G2JM12|false|6
PSMF1|F5H4Z3|false|20
GRB2|J3KT38|true|17
CDK5RAP2|A0A0A0MRG9|true|9
CLIP1|A0A3B3IS27|true|12
ANAPC1|A0A087WUN5|false|10
POLA2|E9PIQ6|false|11
CDCA3|F5GX58|true|12
SQSTM1|C9J6J8|false|5
ROCK2|C9JFJ0|true|2
MYST2|O95251|false|17
SLC2A4|F5H081|false|17
ACACB|A0A087WUA1|false|12
KSR1|A0A0A0MQW1|false|17
CENPE|A0A087X0P0|true|4
AURKB|J3KRF8|true|17
CCNA2|P20248|true|4
GATAD2A|C9JGN4|false|19
CUX1|A0A2R8Y852|false|7
ZFP36|G3V2D5|true|14
GOLGA2|A0A087WYC0|true|9
RPS6KA3|A0A2R8Y603|true|X
PSRC1|A0A024R099|true|1
RACGAP1|F8VQF5|true|12
TOP1|E5RFE3|true|8
MED7|E5RIE8|true|5
TOP2A|J3KTB7|true|17
ANAPC2|Q9UJX6|true|9
MYOD1|P15172|false|11
RPS6KA4|A0A0A6YYC0|false|11
CCND1|F5H437|false|11
ATF2|B8ZZU6|true|2
BCL2|A0A087WSV0|false|19
BCL2L1|A0A087WSV0|false|19
CCND2|H0YGD4|false|12
CCNL1|H7C4G1|true|3
CDK4|F8VTV8|true|12
CDK7|D6R9G1|false|5
CDKN2A|D6RGD2|false|4
CDKN2B|P42772|true|9
CSDA|P16989|true|12
DDIT3|F8W133|true|12
GATA4|A0A087WZ09|true|CHR_HG76_PATCH
HMGA2|F5H2A4|false|12
HSPA8|A8K7Q2|true|11
IFI27|A0A087WUJ8|false|14
MDM4|A0A087WTR9|false|1
NFATC2|H3BSZ7|false|16
NFATC3|F8VPH9|false|16
RPS6|A0A087X1U5|false|1
STAT3|G8JLH9|true|17
TAF12|Q16514|true|1
SMAD4|A0A087WUF3|false|18
BRD4|M0QYW0|true|19
CDH1|A0A087WU43|false|16
DUSP1|A0A0B4J2F5|true|1
PTEN|A0A087X033|false|10
CSNK1D|B4DLF1|true|17
GGA3|A0A087WYN2|true|17
WDR48|C9JC24|false|3
DYNC1H1|A0A2R8Y542|false|14
CCND3|A0A1D5RMS0|true|6
STAT1|D2KFR9|true|2
SMARCA2|A0A0A0MSS5|false|9
TOPBP1|A0A2R8YD63|true|3
RAD51|A0A087WZ35|false|17
JUND|P17535|true|19
LYN|A0A087WYG6|true|8
CALD1|C9J813|false|7
DLGAP5|G3V4E5|true|14
FRK|P42685|true|6
CSNK2A2|H3BNI9|true|16
GRK7|Q8WTQ7|false|3
GRIA1|P42261|false|5
FLT3|E7ER61|true|13
RAGE|B5A982|true|6
NDC80|I3L0P0|false|18
CASP9|A0A087WX72|true|1
NTRK3|A0A087WX31|true|15
KIF4A|O95239|false|X
NCOR1|A0A088AWL3|true|17
LLGL2|J3KRE1|false|17
KIF11|P52732|false|10
SMC3|Q9UQE7|false|10
NTRK1|E9PQG0|false|1
PSMD1|A0A087WUL9|false|11
PER2|E9PD89|true|2
NGEF|C9JTV7|true|2
PSMA4|H0YKS0|false|15
EGFR|A0A1W2PRR9|false|7
ERBB2|B4DTR1|false|17
ERBB3|A0A2R8Y6T4|false|12
ERBB4|A0A0A0MSE1|true|2
BLK|E9PJX5|false|8
TTK|D6REX1|false|6
KIF22|H3BQB9|false|16
DNM1|A0A0D9SFB1|false|9
RUNX2|A0A0D9SEN7|false|6
FGR|P09769|true|1
CDKN1B|E7ES52|false|12
NCOR2|A0A384DVL6|true|12
ASPM|Q5VYL4|true|1
RAD52|E9PF95|true|12
MAP2K5|A0A087WWX7|false|15
CLASP1|C9J151|true|2
FGFR1OP|A0A087WV25|false|6
OFD1|A0A0A0MS89|false|X
SKA3|F5GWG1|true|13
MAPK7|C9JUK9|false|17
ACACA|A0A087WVR6|true|17
CRTC2|H0YDQ8|true|1
PPARGC1A|A0A024R9Q9|true|4
PRKAA2|A0A087WXX9|false|1
ABL2|P42684|true|1
ANAPC5|F5GY68|true|12
RAD17|A0A0G2JNH5|false|5
DYNC1I2|E7EMU4|false|2
MAPK10|A0A1P0B7D2|true|4
BUB1B|H0YMK5|false|15
PBK|E5RFX4|true|8
PIK3R1|E5RGI8|false|5
TUBGCP6|E7EQL8|true|22
IRS2|Q9Y4H2|true|13
PRKAB1|F5H2X8|false|12
APC|A0A087WYF3|false|5
MAP4|A0A0D9SEY1|false|2
CREBBP|A0A1B0GUU0|true|16
MAX|A0A494C130|true|14
EEF2K|H3BRH4|false|16
ICAM1|E7ESS4|false|19
SLC18A2|Q05940|false|10
ANAPC10|A0A286YEY6|true|4
PRKCD|A0A024R328|false|3
CEP164|A0A1W2PQ68|false|11
PER1|J3KRL7|true|17
ANAPC7|H0YIW2|true|12
EEF1B2|A0A024R3W7|false|2
PSMC3|E9PKD5|true|11
PRKCE|C9JR22|false|2
PSMA5|P28066|true|1
TIAM1|A0A1B0GW57|true|21
CARD11|E2QRC0|true|7
PRKAR1A|K7EID3|false|17
MAP3K2|A0A024RAH0|true|2
SOX2|O15370|false|20
PIN4|A0A494C021|false|X
XRCC3|G3V2L7|true|14
TPR|B7ZMM8|true|19
CDC26|Q8NHZ8|true|9
IRF3|M0QX56|true|19
MELK|A0A0D9SFB9|false|9
PIK3CB|C9J345|true|3
TBC1D4|A0A3B3IRT3|true|13
MAP3K1|A0A087WXF1|true|17
ETV6|H0YG25|false|12
PITPNM1|E9PMS0|true|11
TBL1X|A0A0D9SEW5|true|3
TAF1D|A0A1D5RMT6|true|11
IVNS1ABP|H0Y5Y2|true|1
PML|A5D8V6|true|11
RPA1|I3L2M5|false|17
CETN2|P41208|true|X
SMARCAL1|C9J6I8|false|2
LLGL1|A0A087WW77|false|17
C7orf11|Q8TAP9|true|7
RAD51AP1|F5H031|false|12
PDE3B|Q13370|false|11
DTL|F5GZ90|false|1
MED23|Q5JWT2|true|6
KCNJ1|A0A0C4DFP9|true|11
SORBS1|A0A0U1RQI5|true|10
MAP2|A0A024R409|false|2
ILF2|A0A0A0MRL0|true|1
TCF3|A0A0A0MRB7|true|19
SPAG5|F5GZT2|true|17
TFDP1|F5H452|false|13
CENPC1|Q03188|true|4
CENPT|H3BMP6|true|16
CEP72|A0A0G2JR44|false|5
DCTN2|F8VRV7|true|12
DYNC1LI1|C9JGM7|true|3
NUP107|F5GY77|false|12
NUP133|Q8WUM0|true|1
PPP2R1A|B3KQV6|false|19
PSMA3|G3V3W4|false|14
PSMA6|G3V295|false|14
SPC24|A0A0A0MSN0|true|19
XPO1|C9IYM2|true|2
PARD3|A0A087WYL6|false|2
EIF5|A0A087WUT6|false|2
PSMC5|J3KRP2|false|17
NUSAP1|H0YKA7|false|15
RANGAP1|B0QYT4|true|22
EIF2B5|A0A3B3IRP4|false|3
GTF2I|A0A087WW90|false|7
PLXNB1|O43157|true|3
RBBP4|C9JPP3|false|1
RPTOR|I3L2I3|false|17
GAB2|E9PJ26|true|11
FRS2|A0A0G2JL00|false|12
ZWILCH|H3BPI7|false|15
ID2|Q02363|false|2
CBL|A0A0U1RQX8|false|11
IRS4|H3BTC1|true|X
PIK3R2|E9PFP1|false|19
STAT5B|C9J4I3|true|17
ZW10|F5H3C1|true|11
PARP4|Q9UKK3|true|13
HSF1|A0A087WWQ3|false|8
STX1A|A0A0C4DFZ1|true|7
PLEC1|Q15149|true|8
LRP6|F5H0Z3|true|12
DYNC1I1|A0A0A0MTG2|false|7
CLTB|B4DTF9|true|5
PDAP1|F8WBW6|true|7
CCDC99|Q96EA4|false|5
PSMD14|C9JW37|false|2
FASN|A0A0U1RQF0|true|17
STK39|Q9UEW8|true|2
DUSP16|F5H5X4|true|12
CENPI|Q5JX01|false|X
KIAA0101|Q15004|true|15
ANAPC4|D6RAP6|false|4
PPP1R8|A0A0A0MT09|false|1
GTF2A1|C9J2C1|false|2
ALMS1|A0A087WTU9|false|2
MAD1L1|C9J9H5|true|7
CASC5|Q8NG31|false|15
FKBP4|F5H120|false|12
GYS1|M0QYU1|true|19
NUCKS1|Q9H1E3|true|1
BRF1|A3KN61|true|14
EEF1D|A0A087X1X7|true|8
TCF7L2|A0A0A0MTL7|false|10
CEP110|O43303|false|16
BMX|P51813|false|X
PSEN1|E7ES96|false|14
AURKC|A0A0A0MSY3|false|19
STK25|C9J232|true|2
STK3|A0A087WZ06|true|8
MAP3K7|B4DFW0|false|21
TLK1|B3KRP1|true|2
TICAM2|Q86XR7|true|5
ITK|E5RFR5|false|5
HSPH1|A0A0A0MSM0|true|13
CDKN2D|P55273|true|19
MDC1|A0A087X0R2|true|6
INSR|M0R3E6|true|19
LCP2|A0A0D9SGG1|true|5
EPHB3|P54753|false|3
MST1R|A0A087WZQ8|true|3
GSG2|Q8TF76|false|17
PDK1|C9IYB4|false|2
ARRB2|I3L0V6|false|17
MBP|A8MZH3|true|18
EFNB2|P52799|true|13
EPHA2|A0A024QZA8|true|1
EPHA4|C9JEM6|true|2
EPHA6|A0A0B4J1T8|false|3
NR4A2|C9IYM5|true|2
PPM1A|E9PJN3|false|14
COPB2|D6R997|true|3
PPP1R2|E7EMN6|true|3
STK38|F5GY51|false|12
NR1I2|H0Y8E2|false|3
PRKAG1|F8VPF5|true|12
FLT1|A0A1W2PNW4|true|13
NFKBIB|G5E9C2|false|19
TEC|A0A2R8Y6R9|false|10
EXO1|E5RGY3|false|1
PTPN3|J3KN34|true|9
CHUK|O15111|true|10
NEK1|A0A075B7B3|false|3
MARK1|A0A087X0I6|false|1
MAP2K4|J3QLE2|false|17
IKBKB|A0A499FJS7|false|8
NFKBIA|G3V286|true|14
NEK4|E7EX48|true|3
CAMK1D|A0A087WUR6|false|10
NFKB2|M0QZX1|false|10
CAMK1|A0A087WUR6|false|10
RAP1A|A0A075B6Q0|false|1
TRAF2|B1AMX7|false|9
PTK6|Q13882|true|20
CSNK1G2|A0A087WW97|false|19
PRKACG|P22612|true|9
MAPK8IP2|Q13387|false|22
RHOQ|E5RFZ3|false|2
MYOG|P15173|true|1
GRIA4|E9PJZ5|false|11
EZR|E7EQR4|true|6
SPTBN1|A0A087WUZ3|false|2
MAP1B|D6RA32|false|5
MAP3K7IP2|Q9NYJ8|false|6
YWHAQ|E9PG15|true|2
SFRS16|A0A0A0MQS2|false|19
NES|O43240|true|19
ABCA1|A0A0A0MT16|false|7
CEP76|B4DP81|true|18
CDC5L|Q99459|false|6
PRKAB2|O43741|true|1
RPS6KA6|Q9UK32|true|X
STMN2|E5RGX5|false|8
EFNB1|P98172|false|X
CFDP1|A0A087WXQ2|true|16
PSMC4|P43686|false|19
LMNB2|Q03252|true|19
CEP152|A0A075B719|true|15
PPP3CA|E7ETC2|true|4
PLA2G4A|P47712|false|1
KIF1C|I3L1B1|false|17
XIAP|B1AKU2|false|X
BDNF|E9PMP3|true|11
PIN1|K7EMU7|false|19
CCNH|A0A2R8Y4K6|true|5
DMD|A0A075B6G3|true|X
MAPK8IP3|A0A087WYG2|false|16
TUBB3|G3V2A3|false|16
CD247|P20963|true|1
STX1B|P61266|true|16
RAD50|A0A494BZW0|false|5
MBD2|J3KSA7|true|18
HUWE1|A0A087X146|true|X
MCL1|A0A087WT64|true|1
SNCA|D6R9G8|false|5
HNRNPC|A0A0G2JNQ3|true|1
SKA2|J3KRW9|true|17
ATAD2|A0A0B4J211|true|8
CIZ1|A0A0U1RQR2|true|9
PDGFRB|E5RH16|true|5
KIF14|Q15058|true|1
LPHN3|Q9HAR2-2|false|4
WRAP53|E9PMG4|false|17
PTPN1|A0A0U1RRI0|false|12
CSN2|P05814|true|4
RGS19|O14908|true|19
AURKAIP1|Q9NWT8|true|1
TUBGCP3|A0A087WU06|true|13
IWS1|A0A1B0GW95|true|2
C13orf15|Q9H4X1|false|13
CHAF1B|Q13112|false|21
DAB2|A0A3B3ITC7|false|9
EPN1|K7EMP4|false|19
ZBTB16|F5H5Y7|false|11
IGF1R|C9J5X1|false|15
GBF1|Q92538|false|10
VHL|P40337|false|3
TBL1XR1|A0A0D9SEW5|true|3
TANK|E7EM55|false|2
MKNK1|A0A499FIS5|true|1
ARHGEF6|Q15052|true|X
VIM|A0A1B0GTT5|false|10
SPRY2|O43597|true|13
YWHAH|A2IDB1|false|22
SFRS1|A0A0A0MQS2|false|19
CHCHD3|A0A286YEX5|true|7
ETS2|A0A0C4DG47|false|21
SAV1|G3V453|true|14
TERF2IP|A0A590UJT3|false|16
GORASP2|F8WBR9|false|2
TERF1|E5RFJ5|false|8
CBLB|A0A2R8Y582|true|3
ERRFI1|K7EJB4|true|1
CASP3|A8MVM1|true|4
ERF|A0A1W2PQ73|true|19
LRIG1|Q96JA1|true|3
PSMC1|G3V4X1|false|14
FBN1|F6U495|true|15
AATK|A0A3B3ISA0|true|17
AMPH|H0Y5S4|true|7
CABLES1|A0A0G2JLG8|false|18
CAST|A0A0A0MR45|false|5
CDK16|A0A087WZU2|false|X
DCX|A0A1B0GUE1|true|X
DPYSL5|E7ESV0|false|2
EPB41L2|A0A2R8Y5B3|true|6
GAK|A0A087X1U9|true|4
MEF2D|A0A0G2JLL8|true|1
NEFM|E7EMV2|false|8
PARK2|B1AKC3|true|6
PLXNA2|O75051|true|1
PPP1R9A|C9J3G5|false|7
PTPN2|A0A0A0MSU6|false|10
RASGRF2|A0A1W2PP99|false|5
SYN1|A0A1W2PS00|true|X
TLN2|A0A1B0GVU7|false|15
WASF2|Q9Y6W5|true|1
L1CAM|E7EMY4|true|X
KIT|A0A2R8Y515|true|12
MAP3K5|Q99683|true|6
GYS2|P54840|true|12
EGF|A0A140T9I6|false|6
CRK|I3L297|true|17
DPYSL2|A0A1C7CYX9|false|8
DUSP6|F8VW29|true|12
TNFRSF1A|F5GWJ4|true|12
STAT5A|C9JVV6|false|17
FCHSD2|B8ZZW8|true|11
MAP3K4|F5H1X6|false|6
FOS|C9JCN8|false|2
NCOA3|Q9Y6Q9|false|20
NGFR|P08138|false|17
GRB14|C9JD37|true|2
HDLBP|A0A024R4E5|true|2
ASF1A|Q9Y294|false|6
ABI1|A0A0A0MRT6|true|10
NCAPH|A0A0A6YYG7|false|22
CDK2|E7ESI2|false|12
TACC3|A0A494BZT8|false|4
KHDRBS1|Q07666|false|1
POLD3|E9PM91|false|11
PCK2|H0YKC4|false|CHR_HG1_PATCH
MAP3K7IP1|Q15750|false|22
SYK|P43405|false|9
LIMK1|E9PC47|false|7
LMNA|A0A0C4DGC5|false|1
DUSP9|Q99956|false|X
USP34|A0A0C4DG73|true|2
SMAD1|A0A1D5RMR4|false|4
SH3RF3|Q8TEJ3|false|2
SETD2|A0A1W2PPX9|true|3
ANXA2|H0YKL9|true|15
INHA|P05111|false|2
DES|B1APK7|false|1
EVI5|A0A1B0GUF4|true|1
MYLK|A0A2R8Y4U5|true|6
NCAPD2|E7EN77|false|12
NUP160|E9PR16|true|11
SKA1|K7EP61|false|18
TACC1|A0A0C4DGD3|false|8
KIF15|C9JKA9|false|CHR_HG2066_PATCH
DUSP10|A0A0B4J2F5|true|1
BCAR1|A0A2R8Y4C2|true|16
DSN1|Q5JW53|true|20
CTR9|A0A2R8Y3S3|false|11
SCNN1G|P51170|false|16
CABLES2|H0Y5H2|true|20
POLE3|Q9NRF9|true|9
CCNK|G3V235|false|14
CLOCK|C9JK03|true|4
NRIP1|A0A1B0GUG9|true|21
DUSP7|H7C4Z0|true|3
CDX2|Q99626|true|13
ZAK|Q14206|true|6
NEFL|A0A087X0W2|true|8
CUGBP1|G5EA30|true|11
SLC5A5|Q92911|false|19
ELK3|F8VUJ0|false|12
ADRB2|P07550|false|5
MAPK9|D7R525|true|5
HRAS|A0A0J9YXG8|true|11
DNM1L|B4DDQ3|false|12
PPP1CC|A0A087WYY5|true|12
S1PR1|A0A3B3IUD4|false|1
AKAP11|O75969|true|12
BCL2L11|A0A0A0MRE7|false|2
PTK2B|C9JHV9|false|8
NUP210|Q5VU65|true|1
EIF3B|C9JQN7|false|7
EIF3D|A0A0D9SGB5|true|22
KLF1|A0A087WWX5|true|19
FAM123B|Q5JTC6|true|X
EIF3C|B5ME19|true|16
LCK|E9PAP0|false|1
ZCCHC8|F5GX80|true|12
NOTCH1|P46531|true|9
CIITA|A0A087X2I7|false|16
ACVRL1|D9IPD9|false|12
EBNA1BP2|H7C2Q8|true|1
BUB3|J3QSX4|false|10
DNM2|K7EMQ3|false|19
NCK2|E7EPF5|false|2
PLCG2|A0A0A0MRF9|false|16
RASA1|E9PGC0|false|5
SHC2|K7EKS8|true|19
NF2|P35240|false|22
JAK2|A0A1B0GTR9|false|9
RPS6KA5|A0A3B3ISL8|true|14
SEPT5|Q99719|false|22
XPC|E7EUB5|true|3
MAP3K11|E9PID4|true|11
MCPH1|Q8NEM0|false|8
ZIC2|O95409|false|13
SSH1|F8VS18|true|12
MAP3K8|P41279|false|10
TGS1|E5RJW7|false|8
WASL|O00401|true|7
USP10|H3BNA1|false|16
CDK5|A0A0A0MRG9|true|9
DOK1|H7C093|false|2
GATAD2B|A0A0U1RR30|true|1
AKAP12|Q02952|false|6
PLD1|C9IY79|true|3
CEP192|A0A0A0MR42|false|18
PARD6B|Q9BYG5|false|20
RELB|D6R992|false|19
CACNG2|Q9Y698|true|22
TNIP1|A0A0A0MRZ4|true|5
CTNND2|B4DRK2|true|5
STAM2|O75886|true|2
NFYA|P23511|false|6
MGMT|B4DEE8|false|10
BCL3|H7C0A2|false|19
SYNGAP1|A0A0A0MQZ2|false|6
MAPK12|A8MY48|true|22
CACNA1A|A0A087WW63|true|19
TSPYL2|J3KS33|false|X
DUSP14|O95147|false|17
ESR2|G3V5S2|true|14
SNTA1|Q13424|true|20
CKAP5|E9PQH5|true|11
C1R|A0A3B3ISR2|true|CHR_HG1398_PATCH
VAV2|P52735|true|9
FANCG|C9JSE3|true|9
KDR|P35968|true|4
UBA1|P22314|false|X
FABP4|E5RIR0|true|8
EIF4B|E7EX17|false|12
HGS|E5RGH7|false|8
PIK3CA|A0A2R8Y2F6|false|3
HIF1A|A8MYV6|false|14
TRIM29|E9PI31|true|11
USP32|K7EII4|true|17
NCAPG2|F8WE06|true|7
UIMC1|D6R9M3|true|5
ELK4|A0A024R997|true|1
TJP1|A0A087X0K9|true|15
BECN1|A0A087WVZ2|true|17
RALBP1|A0A1W2PRI7|false|18
SOX9|P48436|false|17
MAP2K3|E9PMA8|false|17
POLR2F|B0QYL8|false|22
APEX1|A0A0C4DGK8|false|14
HERC2|A0A0G2JLM1|true|15
GRM7|A0A0A0MSC3|false|3
NCOA6|A0A0D9SFT8|true|20
P2RY2|P41231|false|11
EPOR|K7EN47|true|19
DDX3X|A0A087WVZ1|false|X
ARF1|P84077|false|1
OCLN|A0A0G2JMZ8|false|5
DGKD|A0A024R495|false|2
RRP15|Q9Y3B9|false|1
LEF1|D6RAB1|true|4
MAFA|Q8NHW3|true|8
HIRA|H7C2A7|true|22
VAV3|E9PMJ5|true|1
PDHX|E9PLU0|false|11
PGR|A0A087WXR4|true|11
CD3E|E9PSH8|false|11
VAV1|A0A0A0MR07|false|19
GRM1|Q13255|false|6
SUMO1|A0A024R3Z2|true|2
ADCY3|A0A0A0MSC1|true|2
